Datetime,Open,High,Low,Close,Volume_(BTC)
2013-03-30,93.5,94.0,91.41,93.0,1493.673628180001
2013-03-31,93.1,96.15,92.5,94.01,2116.186395479999
2013-04-01,94.01,106.5,93.7,104.7,6704.576468430009
2013-04-02,104.7,119.6,100.1,119.01,6740.021174389996
2013-04-03,119.1,158.41,110.0,123.95,15420.025934899995
2013-04-04,123.95,150.0,119.0,133.94,6303.26506997
2013-04-05,133.95,200.0,127.09,142.06,7675.810085249992
2013-04-06,141.0,150.03,138.5,142.75,3563.8323886999997
2013-04-07,142.75,171.8,141.5,171.0,8166.304035819995
2013-04-08,169.9,198.0,162.0,189.0,12165.35716387001
2013-04-09,189.0,235.29,164.34,222.23,11215.713103420008
2013-04-10,222.22,259.34,70.0,155.5,23139.299117499995
2013-04-11,157.33,178.99,50.0,95.02,39563.396476929986
2013-04-12,99.25,118.0,45.0,94.5,25820.073739430005
2013-04-13,94.25,119.0,85.0,96.22,15787.161492820007
2013-04-14,96.22,99.99,81.94,92.75,6049.8080497600085
2013-04-15,92.28,99.8,60.0,66.01,19634.15407519002
2013-04-16,66.85,82.0,49.8,73.16,36795.50678500001
2013-04-17,73.0,101.12,60.54,87.51,29307.28531519997
2013-04-18,90.0,116.55,88.2,114.73,18612.361988750003
2013-04-19,114.73,140.2,100.0,117.0,23426.328657529924
2013-04-20,116.2,129.79,114.4,128.34,7262.1517428600055
2013-04-21,126.99,128.83,101.0,118.0,17384.00513388998
2013-04-22,117.0,125.89,117.0,125.89,6552.169168549993
2013-04-23,125.9,140.2,123.01,140.0,13590.692576580017
2013-04-24,140.0,161.0,134.98,150.44,20829.38682125
2013-04-25,150.44,170.28,123.2,135.01,17315.915133610008
2013-04-26,135.02,139.86,126.68,137.56,9911.614800379994
2013-04-27,137.56,148.61,125.76,131.61,6822.816034660049
2013-04-28,131.82,148.18,121.57,135.76,5005.026489000001
2013-04-29,135.73,151.65,123.96,143.84,10502.410528949995
2013-04-30,143.87,144.99,133.89,138.0,8667.641628759999
2013-05-01,139.4,139.4,104.9,119.5,21671.591491840027
2013-05-02,119.4,127.24,93.01,100.29,21952.70121508997
2013-05-03,100.28,100.95,81.5,96.42,26862.532473879826
2013-05-04,96.4,117.8,95.0,117.76,15585.088075980106
2013-05-05,117.75,118.76,106.5,118.33,8993.592228769987
2013-05-06,118.33,123.97,105.0,107.02,17464.961159710012
2013-05-07,107.9,115.24,98.77,115.01,14937.102327380004
2013-05-08,115.16,116.29,109.0,110.26,9459.973062239993
2013-05-09,110.26,112.82,109.0,111.52,5608.222017779997
2013-05-10,111.52,119.98,110.47,118.49,9943.418238059996
2013-05-11,118.49,118.5,112.95,115.0,4180.694668279982
2013-05-12,115.0,117.86,113.0,115.13,3257.0243458099912
2013-05-13,115.12,117.48,113.55,116.01,3548.3797694200366
2013-05-14,116.01,117.9,101.72,104.13,13926.190865670003
2013-05-15,104.51,113.0,104.27,110.93,9632.222865020003
2013-05-16,110.96,114.0,108.58,113.7,7340.0691617100065
2013-05-17,113.7,118.16,112.82,117.88,9623.155844980003
2013-05-18,117.86,118.59,115.99,118.59,3691.464455319999
2013-05-19,118.55,118.98,114.03,116.32,4863.537169160003
2013-05-20,116.34,118.94,115.7,117.95,4504.666849580001
2013-05-21,117.95,118.56,117.0,117.23,3669.978229530003
2013-05-22,117.23,119.48,117.0,119.47,7418.790554900003
2013-05-23,118.82,124.11,118.75,124.11,10492.47992425
2013-05-24,124.11,129.94,122.52,129.47,13186.54657214001
2013-05-25,129.47,129.73,126.03,129.11,4673.157396909994
2013-05-26,129.12,130.29,127.97,129.74,4001.143538710002
2013-05-27,130.29,130.6,120.33,126.93,7732.287983270001
2013-05-28,126.91,127.11,123.0,126.59,5627.842775170013
2013-05-29,126.59,130.4,125.88,129.99,10049.001755119989
2013-05-30,129.99,131.0,124.9,127.33,9362.042044909998
2013-05-31,127.33,129.87,126.24,128.04,5807.548697140006
2013-06-01,128.04,128.86,127.09,128.77,3256.2902966099978
2013-06-02,128.77,128.8,117.02,120.85,16203.769519799984
2013-06-03,120.85,125.01,117.0,123.51,7950.841084230002
2013-06-04,123.51,123.52,116.32,120.75,7694.4384497599995
2013-06-05,120.76,122.74,119.65,120.19,4802.454452660006
2013-06-06,120.19,121.28,117.97,118.11,5314.725389959997
2013-06-07,117.98,118.12,107.0,109.1,18451.86058358995
2013-06-08,109.1,112.46,108.0,108.75,5368.9750222899975
2013-06-09,108.06,110.0,90.0,96.86,32184.94156736002
2013-06-10,96.86,107.9,93.1,105.79,11401.452717049993
2013-06-11,105.0,108.0,102.97,107.09,5060.018774560004
2013-06-12,107.08,111.18,105.01,107.86,7684.050507799994
2013-06-13,107.87,108.43,95.0,101.01,9187.52076381001
2013-06-14,99.83,102.95,95.0,99.94,9577.070223620001
2013-06-15,99.93,105.0,97.21,99.99,4163.242940800001
2013-06-16,99.5,101.11,98.0,99.5,3030.437321369999
2013-06-17,99.5,102.0,98.29,100.62,4841.7447026200025
2013-06-18,101.02,108.18,99.99,104.06,10930.362698730012
2013-06-19,104.07,107.5,102.0,104.91,5277.427558629999
2013-06-20,104.91,108.0,90.0,103.41,13453.039196439999
2013-06-21,103.41,104.2,96.0,101.8,8306.264703109939
2013-06-22,101.8,103.0,98.55,98.8,3256.2495965200083
2013-06-23,98.8,101.45,98.5,100.13,1719.8998711199988
2013-06-24,100.13,102.3,95.0,100.99,11165.547036210008
2013-06-25,99.51,100.98,97.45,98.79,4023.9828044600013
2013-06-26,98.72,99.57,96.13,98.32,4832.296958889998
2013-06-27,98.32,98.47,91.1,93.74,8980.757111340004
2013-06-28,93.73,97.45,86.2,87.23,15176.499973170012
2013-06-29,86.41,91.61,86.41,88.43,3718.266510439996
2013-06-30,88.62,90.3,88.01,89.69,2327.9200828799976
2013-07-01,89.7,90.16,80.94,86.39,22537.400029679986
2013-07-02,86.4,89.56,81.9,88.18,12810.025814349985
2013-07-03,88.18,88.45,75.11,77.44,20335.344500210012
2013-07-04,76.99,83.9,70.06,78.34,21036.061236839996
2013-07-05,78.35,79.29,63.26,66.2,34119.51703814994
2013-07-06,66.86,72.88,63.0,65.25,15785.869091600014
2013-07-07,66.08,74.78,64.5,74.78,8384.328658150002
2013-07-08,74.3,76.94,70.1,74.26,16977.825989040004
2013-07-09,74.26,76.01,70.25,75.4,16364.100463329996
2013-07-10,74.83,89.96,74.83,84.25,31300.356422959983
2013-07-11,84.31,90.0,84.02,89.97,16286.850879829994
2013-07-12,89.98,100.0,87.15,87.29,29511.858285050017
2013-07-13,87.35,92.49,87.24,91.63,5520.511937279999
2013-07-14,91.62,93.0,88.41,90.09,4992.516836320001
2013-07-15,90.1,95.0,88.11,93.75,12792.942615770018
2013-07-16,93.74,93.87,89.09,91.78,9531.603302140018
2013-07-17,91.75,92.37,89.0,90.86,7411.127272349992
2013-07-18,90.82,91.0,77.0,83.56,21611.721764470018
2013-07-19,83.57,88.0,83.21,85.78,8308.646888239995
2013-07-20,85.76,87.07,84.27,85.65,4482.414848210001
2013-07-21,85.63,86.99,84.25,85.93,3010.3753506400003
2013-07-22,85.98,87.08,83.0,86.3,8273.603647440003
2013-07-23,86.3,88.88,82.0,87.53,13133.693400359984
2013-07-24,87.35,88.57,85.73,87.84,9280.974154820004
2013-07-25,87.8,90.66,87.08,89.87,10374.344704379982
2013-07-26,89.87,91.77,88.56,89.45,6562.624178389994
2013-07-27,89.46,89.77,87.8,88.1,3202.397378219998
2013-07-28,88.09,94.01,87.9,92.18,7830.028805440004
2013-07-29,92.14,93.5,90.54,93.25,9806.160281600005
2013-07-30,93.25,97.5,93.0,97.5,11828.939381069998
2013-07-31,97.5,101.0,95.0,97.83,17387.472821640018
2013-08-01,97.82,98.25,95.15,96.55,8243.214218349993
2013-08-02,96.59,98.71,93.03,95.86,14978.61487237001
2013-08-03,95.85,97.0,93.98,96.25,4467.940197950003
2013-08-04,96.21,96.94,95.76,96.91,3071.1096763100036
2013-08-05,96.91,98.92,96.0,97.25,10785.450166899998
2013-08-06,97.5,98.98,97.07,97.81,9395.639348109995
2013-08-07,97.83,98.32,95.5,96.9,6953.377844100003
2013-08-08,96.89,97.14,91.11,95.03,15292.962761310006
2013-08-09,94.93,95.75,90.0,92.56,11083.734808750009
2013-08-10,92.57,94.25,92.14,93.72,2819.826791889998
2013-08-11,93.72,94.59,93.12,94.59,1905.1886646399983
2013-08-12,94.6,96.18,93.31,94.9,7470.954968669999
2013-08-13,94.99,98.19,94.64,97.67,12951.26236432
2013-08-14,97.7,101.0,97.36,99.24,17678.992684470024
2013-08-15,99.24,100.01,96.68,97.94,9953.344919590007
2013-08-16,97.7,99.0,96.5,98.22,9002.27115734999
2013-08-17,98.23,99.99,97.48,98.52,6004.28718992
2013-08-18,98.52,99.48,98.41,99.2,2349.0315319300007
2013-08-19,99.3,105.16,99.3,103.69,20652.303555530005
2013-08-20,103.38,106.55,100.38,105.97,14094.821815349987
2013-08-21,105.97,114.0,105.0,111.38,21094.970833849988
2013-08-22,111.38,113.02,107.98,109.09,12182.234757820006
2013-08-23,109.76,109.88,104.2,107.9,9175.56774084999
2013-08-24,107.33,110.33,106.64,109.2,4467.869591049971
2013-08-25,109.22,113.28,109.2,112.74,9324.932957229998
2013-08-26,112.72,113.3,110.27,112.0,11458.827125490008
2013-08-27,112.02,118.93,111.85,118.05,18379.376626759997
2013-08-28,118.05,119.63,117.0,118.04,10937.09470794
2013-08-29,118.1,120.0,117.0,118.88,8887.44092175
2013-08-30,118.88,126.14,118.04,125.1,17918.43128309004
2013-08-31,125.09,134.95,124.8,128.83,20078.049869539987
2013-09-01,128.83,132.09,126.79,130.2,7911.616808120003
2013-09-02,130.2,132.0,128.52,129.75,8668.861162760004
2013-09-03,129.75,131.0,127.0,129.09,11705.18716734
2013-09-04,129.43,129.94,115.21,119.47,21412.96549245997
2013-09-05,119.3,127.5,116.22,123.24,16966.217820150006
2013-09-06,123.24,124.54,115.21,116.55,20938.83220443
2013-09-07,116.57,122.16,115.5,120.65,8043.090655440004
2013-09-08,120.65,120.69,116.0,118.2,5703.58162397
2013-09-09,118.18,124.13,115.0,121.89,21647.360524929984
2013-09-10,121.89,124.26,120.8,122.9,10547.87671254999
2013-09-11,122.9,127.99,118.0,127.02,21445.39463453005
2013-09-12,127.87,128.5,123.1,127.98,12034.684014519997
2013-09-13,127.98,128.79,125.05,127.97,8712.409367700004
2013-09-14,127.37,127.98,123.05,123.75,8523.405213679987
2013-09-15,123.75,126.25,123.0,125.61,5372.373117859997
2013-09-16,125.07,126.71,124.03,126.43,7644.534294460002
2013-09-17,126.43,127.69,125.47,126.49,8907.405039300023
2013-09-18,126.45,128.0,124.2,127.5,13363.335050370013
2013-09-19,127.49,127.95,123.0,123.0,12190.174483500003
2013-09-20,124.11,125.66,121.16,122.5,8879.408562089999
2013-09-21,122.5,124.1,121.7,122.72,3847.1876070799967
2013-09-22,122.99,123.93,122.35,123.3,2781.1958245500005
2013-09-23,123.27,123.99,121.54,122.83,7828.099851190004
2013-09-24,122.83,124.8,121.77,124.33,11179.049844140007
2013-09-25,124.33,125.0,123.23,123.31,6985.1803973199985
2013-09-26,124.11,125.27,123.0,125.03,8698.816422640008
2013-09-27,125.27,126.97,124.6,125.7,12237.37420167999
2013-09-28,125.42,127.5,124.01,127.0,5873.878085040003
2013-09-29,127.0,128.8,126.03,126.88,6145.780337850002
2013-09-30,126.87,127.53,122.77,126.5,11780.137368670019
2013-10-01,126.5,127.93,125.9,127.5,8560.310496669992
2013-10-02,127.5,127.8,85.0,106.65,66122.99404975995
2013-10-03,106.6,119.26,102.0,119.05,20375.09980214
2013-10-04,118.84,122.98,117.0,121.84,12008.057145700013
2013-10-05,121.84,122.29,121.11,121.26,2927.9324133699997
2013-10-06,121.5,122.73,121.25,122.73,4365.9502218299995
2013-10-07,122.73,124.51,120.11,123.98,11498.129175540013
2013-10-08,123.98,125.18,122.17,124.43,13450.811954320001
2013-10-09,124.44,127.99,122.3,126.48,19104.173697619997
2013-10-10,126.48,126.93,124.9,126.87,11190.89614608001
2013-10-11,126.87,127.59,125.93,127.02,8029.251418740002
2013-10-12,127.02,128.0,126.01,127.91,7204.131112300009
2013-10-13,127.88,137.54,127.65,136.18,17622.566836299986
2013-10-14,135.59,138.22,132.0,136.0,16441.986452299996
2013-10-15,136.0,147.39,134.09,145.01,23209.871888070025
2013-10-16,145.55,147.0,135.0,138.0,27017.166859249995
2013-10-17,138.25,145.0,137.49,143.97,15845.371203259989
2013-10-18,143.97,154.69,143.37,153.57,22677.058121769987
2013-10-19,153.57,172.0,152.73,162.54,37994.35095015999
2013-10-20,162.54,167.48,162.54,167.16,5779.479081299993
2013-10-21,167.15,182.0,166.13,180.41,33020.82218263003
2013-10-22,180.4,196.27,179.0,191.4,42303.452057279974
2013-10-23,191.08,204.96,185.0,204.96,24176.553274930004
2013-10-24,204.96,206.6,156.2,191.9,55630.16831738992
2013-10-25,192.81,193.5,167.67,184.0,32629.388271700027
2013-10-26,183.9,186.0,177.0,181.05,9172.602934700008
2013-10-27,181.05,195.5,180.68,192.11,10337.07241215001
2013-10-28,192.88,197.5,190.8,197.0,11951.900407280005
2013-10-29,197.0,205.0,195.32,204.2,16961.225387800012
2013-10-30,204.22,206.0,195.0,200.27,25543.23008237002
2013-10-31,200.27,203.75,195.1,203.25,13233.262581810004
2013-11-01,203.25,203.48,200.23,203.2,4947.22454287001
2013-11-02,203.2,205.15,202.02,204.86,7113.422706740006
2013-11-03,204.86,212.97,203.51,212.88,11588.179976749996
2013-11-04,212.88,230.77,207.22,230.77,27970.95291927001
2013-11-05,230.77,250.79,226.0,247.68,43425.78867093993
2013-11-06,247.72,271.0,245.01,268.1,40081.82566675993
2013-11-07,268.11,297.8,264.67,296.8,49687.840208219975
2013-11-08,294.09,342.0,291.0,340.97,43384.72707556008
2013-11-09,340.69,363.65,267.21,314.49,53774.26220318993
2013-11-10,314.49,330.0,265.01,316.31,54761.124012899985
2013-11-11,319.68,349.9,310.1,343.87,26309.981031139985
2013-11-12,343.87,368.3,340.01,359.62,24836.588932789993
2013-11-13,359.62,408.5,357.0,407.9,35546.97409652994
2013-11-14,407.9,421.97,381.0,414.0,29190.571257409974
2013-11-15,415.24,431.36,390.0,417.85,32780.76034867001
2013-11-16,419.94,447.47,417.57,437.67,17115.451669070004
2013-11-17,436.2,488.99,436.19,486.7,27775.42790234997
2013-11-18,486.7,755.0,471.26,660.0,71548.19122974991
2013-11-19,659.97,709.99,378.0,560.0,61652.02390309987
2013-11-20,560.16,619.0,440.0,602.98,52149.330094549936
2013-11-21,602.96,730.0,580.37,717.99,30877.768568800027
2013-11-22,718.99,819.89,683.2,813.97,25640.30010122994
2013-11-23,813.97,874.81,785.0,787.0,19882.59144433996
2013-11-24,787.0,842.78,747.0,803.5,19283.14408120003
2013-11-25,803.5,838.2,770.1,809.29,23510.08202942002
2013-11-26,808.65,919.0,801.0,890.0,30598.83487538001
2013-11-27,889.63,973.11,880.0,973.0,30221.081509429994
2013-11-28,973.0,1050.18,931.0,1005.0,36678.15508904005
2013-11-29,1004.99,1149.8,1000.0,1149.75,21708.708496039984
2013-11-30,1149.75,1163.0,1080.0,1101.01,12313.417584710001
2013-12-01,1100.88,1115.6,795.6,989.0,63871.13202600002
2013-12-02,990.0,1057.0,925.16,1016.11,28847.425430909978
2013-12-03,1021.11,1088.0,1000.0,1059.03,12861.13754079998
2013-12-04,1056.51,1153.27,1054.0,1134.89,14149.432423259983
2013-12-05,1126.06,1136.76,848.42,965.0,58591.825538570076
2013-12-06,951.98,1016.0,701.0,701.0,56973.81992133
2013-12-07,701.1,831.0,542.38,667.0,75091.40754197023
2013-12-08,666.98,815.0,660.0,806.67,26112.896828759982
2013-12-09,806.67,945.0,800.0,941.0,30712.532170539987
2013-12-10,941.0,989.6,895.76,983.8,19468.148751149998
2013-12-11,983.8,983.99,804.0,886.66,32006.867039309935
2013-12-12,890.99,891.0,832.01,870.24,13570.70717188002
2013-12-13,870.24,920.42,850.0,874.19,14457.41447056
2013-12-14,874.18,886.0,841.01,852.0,7577.49842544999
2013-12-15,852.0,869.98,803.51,862.4,11214.87654794
2013-12-16,861.63,863.0,623.0,656.0,65176.54704990003
2013-12-17,655.0,750.0,612.51,663.04,40382.64241685002
2013-12-18,665.0,665.0,382.21,499.0,137627.1994571102
2013-12-19,499.99,700.0,497.11,660.0,55439.50381843001
2013-12-20,660.0,719.97,570.0,634.99,40549.296625479954
2013-12-21,635.0,648.88,550.0,587.99,17117.00020719001
2013-12-22,587.99,690.0,575.61,630.85,18602.123296879985
2013-12-23,630.45,668.8,618.29,655.84,13043.386035210016
2013-12-24,655.84,668.79,628.11,649.0,11474.752532300005
2013-12-25,649.0,714.0,636.99,711.0,10124.536184870003
2013-12-26,712.0,764.32,685.11,750.0,25545.224020740006
2013-12-27,753.0,754.97,702.26,715.41,15867.251416040008
2013-12-28,719.89,736.01,682.22,714.07,13053.580108240018
2013-12-29,714.07,735.0,703.45,734.33,8609.429764619996
2013-12-30,734.33,740.0,720.0,728.01,6609.645389190003
2013-12-31,729.31,742.0,709.0,741.89,8260.131145100007
2014-01-01,741.89,757.99,735.2,749.6,6977.359991799999
2014-01-02,748.0,798.7,742.5,782.09,15504.909687840021
2014-01-03,782.09,818.99,767.62,799.98,14622.504361019995
2014-01-04,799.98,840.0,790.2,839.9,12444.602681080001
2014-01-05,836.51,948.0,826.07,910.34,22706.191027259993
2014-01-06,912.32,995.0,876.0,935.1,26041.067513069993
2014-01-07,935.1,943.0,765.0,810.0,38461.729286749964
2014-01-08,812.2,849.79,780.0,818.98,22736.086473109975
2014-01-09,818.98,848.0,779.78,817.0,26206.91349245002
2014-01-10,817.0,874.9,800.1,872.89,11983.663053939996
2014-01-11,874.36,909.96,851.1,895.39,15508.916397739999
2014-01-12,894.54,899.94,823.0,836.61,12853.071832099991
2014-01-13,836.0,843.6,783.11,821.0,18301.84945935999
2014-01-14,820.99,837.0,800.0,816.83,9487.850623800017
2014-01-15,816.83,850.26,812.02,843.61,12422.453439250039
2014-01-16,843.61,848.0,807.0,819.0,8968.973576460008
2014-01-17,817.17,821.0,765.0,808.65,16590.200550389993
2014-01-18,807.0,817.12,796.16,809.77,5107.69088314
2014-01-19,810.0,844.89,791.01,835.91,8722.591548649994
2014-01-20,835.91,845.0,815.0,833.5,6933.745925199999
2014-01-21,833.5,834.5,814.0,820.0,7674.400761710006
2014-01-22,820.95,824.99,801.0,821.8,8050.884576250001
2014-01-23,820.25,823.28,801.1,807.37,7450.12141052001
2014-01-24,807.36,808.2,767.02,780.2,16559.552765899985
2014-01-25,782.0,817.0,780.0,807.94,7878.466542240006
2014-01-26,807.94,834.0,795.11,816.69,9566.914463739997
2014-01-27,816.67,823.0,725.0,772.04,27360.62563891001
2014-01-28,772.04,812.93,740.01,789.15,18190.429902350006
2014-01-29,789.16,804.95,783.2,793.0,6887.215612960006
2014-01-30,792.97,812.44,770.7,802.49,13105.59191429
2014-01-31,802.49,809.98,791.0,803.81,7557.680294540003
2014-02-01,803.81,827.38,802.59,815.8,8171.564733060008
2014-02-02,816.55,825.21,810.23,814.97,4100.2873945000065
2014-02-03,814.97,814.97,800.5,806.9,4926.639161180002
2014-02-04,806.89,812.98,796.83,803.0,7605.087836730007
2014-02-05,802.0,810.0,775.0,791.03,10772.919919429993
2014-02-06,791.03,803.0,745.0,745.05,20463.01548091002
2014-02-07,745.05,763.49,619.0,705.08,66575.57298324989
2014-02-08,705.08,723.0,662.01,670.54,11835.180434899989
2014-02-09,670.54,755.42,666.21,693.41,15140.020225139999
2014-02-10,693.41,713.0,530.0,704.92,73660.70129832003
2014-02-11,704.92,720.0,631.0,664.0,38939.16327740998
2014-02-12,661.66,685.0,631.58,653.82,14832.011890289998
2014-02-13,654.27,660.0,577.6,577.6,32422.825644250006
2014-02-14,577.6,712.9,538.01,653.01,64481.90257861003
2014-02-15,653.01,673.01,628.88,662.1,20701.255420099973
2014-02-16,666.0,670.0,590.01,620.0,27061.042465130024
2014-02-17,620.01,664.99,610.0,642.26,19015.219197389983
2014-02-18,642.26,650.0,609.99,629.03,14663.34267888
2014-02-19,629.03,636.0,617.0,628.91,10677.403549109993
2014-02-20,630.85,631.0,530.01,549.31,45480.31165734999
2014-02-21,549.47,589.0,544.9,575.07,19659.296573669984
2014-02-22,576.0,619.88,562.15,616.7,18544.838589069997
2014-02-23,616.7,646.0,570.0,570.0,31307.851239999985
2014-02-24,569.86,579.34,481.0,521.04,55642.568522390044
2014-02-25,521.1,572.1,400.0,555.0,111116.79329942996
2014-02-26,554.35,610.0,547.71,580.9,41163.98599454007
2014-02-27,580.9,599.99,571.22,584.94,14636.135895540028
2014-02-28,584.94,588.5,535.0,555.79,28254.037801500013
2014-03-01,555.79,576.0,549.39,569.95,8302.118276059995
2014-03-02,569.95,572.31,553.0,568.0,8787.121157380005
2014-03-03,566.3,710.0,564.8,691.17,67970.36301004002
2014-03-04,691.17,699.89,633.64,660.5,24576.049574620072
2014-03-05,659.52,678.34,651.9,674.11,11588.060255379987
2014-03-06,674.11,675.71,650.0,667.0,10201.402693869988
2014-03-07,665.0,665.0,613.45,634.87,21491.504194590074
2014-03-08,634.87,634.87,604.5,618.36,9090.068580729998
2014-03-09,616.5,653.0,613.03,646.02,10563.318140560012
2014-03-10,644.08,646.0,609.0,631.99,11918.764891240011
2014-03-11,630.11,656.95,614.17,640.01,13113.919126579995
2014-03-12,644.0,650.0,628.8,640.0,8788.08739973
2014-03-13,639.8,650.0,636.8,641.02,6804.838246790005
2014-03-14,641.01,644.9,625.29,631.6,8747.094390349997
2014-03-15,631.6,639.88,625.45,634.89,1939.078568069999
2014-03-16,634.98,639.39,629.02,634.73,3331.6976994
2014-03-17,632.7,634.5,619.46,621.79,9903.805339640014
2014-03-18,621.75,623.95,591.13,618.97,15557.621216230023
2014-03-19,618.91,620.52,597.21,603.13,7019.270119860007
2014-03-20,603.13,606.44,578.1,582.96,10073.168464840011
2014-03-21,580.01,607.88,556.0,568.9,22768.461076389976
2014-03-22,568.91,571.7,541.0,562.99,13005.743190440004
2014-03-23,566.43,569.48,547.0,550.0,7098.490331279987
2014-03-24,550.0,592.6,549.01,577.0,14044.04671199001
2014-03-25,577.0,587.48,569.01,575.3,8037.521655369998
2014-03-26,575.3,592.0,560.0,562.24,11523.824844939996
2014-03-27,562.24,571.5,466.1,518.54,55231.182331339936
2014-03-28,520.0,525.0,485.0,500.47,26784.20003589001
2014-03-29,500.0,506.41,480.0,484.4,8811.074019030011
2014-03-30,484.39,489.87,436.0,472.0,31689.31766050002
2014-03-31,472.0,484.18,438.0,457.01,19677.6086842
2014-04-01,459.12,509.98,455.25,479.18,22811.16643466998
2014-04-02,480.5,494.98,418.34,432.98,39183.11972835996
2014-04-03,429.57,465.0,416.11,437.23,22563.70903827996
2014-04-04,438.41,459.5,430.77,454.5,15257.04955734999
2014-04-05,453.98,465.0,441.25,464.61,6062.7994300900045
2014-04-06,464.99,464.99,450.2,452.4,5796.58385057999
2014-04-07,455.0,461.17,446.0,454.26,7914.8499179999935
2014-04-08,455.0,459.8,448.0,452.81,5380.919195730003
2014-04-09,455.9,457.15,436.61,436.9,7578.623499670003
2014-04-10,436.9,439.12,339.79,374.0,60751.58090190006
2014-04-11,370.33,436.89,351.21,436.89,33642.56760720998
2014-04-12,436.89,439.5,413.72,424.0,7851.937075199993
2014-04-13,424.24,427.75,397.16,412.0,12420.929339639997
2014-04-14,412.0,475.0,409.03,456.87,32742.866443239996
2014-04-15,456.84,528.75,453.16,517.67,34340.193335610005
2014-04-16,517.66,548.0,494.02,516.0,29427.98511951002
2014-04-17,518.84,530.66,481.63,499.4,19440.89279529
2014-04-18,499.33,506.97,470.0,478.61,12375.46995583002
2014-04-19,479.99,515.59,472.97,510.59,9874.524088950004
2014-04-20,510.59,516.53,493.0,511.4,6117.23372811
2014-04-21,511.8,515.0,490.0,501.45,7423.153587570008
2014-04-22,501.4,504.9,485.2,495.2,8567.533184300015
2014-04-23,495.09,495.2,484.61,491.54,4980.7452376000065
2014-04-24,491.54,505.0,480.0,498.48,8242.7112056
2014-04-25,497.95,497.95,438.05,454.96,36602.605311510015
2014-04-26,452.95,470.96,451.07,458.02,5469.109181189997
2014-04-27,459.3,461.97,425.12,435.75,12689.494191300002
2014-04-28,438.78,452.16,424.0,442.0,15180.832163240008
2014-04-29,442.0,454.47,432.02,446.12,14391.852468859986
2014-04-30,446.12,458.0,433.08,458.0,10656.757549690003
2014-05-01,458.0,465.88,450.25,459.03,8930.053311890024
2014-05-02,461.26,461.62,444.51,448.9,8380.100431040002
2014-05-03,448.9,451.98,431.0,440.69,7097.956276200005
2014-05-04,440.69,445.0,429.55,438.9,7014.296843559999
2014-05-05,438.74,439.2,421.1,422.64,7891.18171408
2014-05-06,422.0,434.5,420.27,431.55,7012.303808099999
2014-05-07,431.58,452.0,425.67,442.99,13125.560725559993
2014-05-08,442.5,450.08,437.61,442.37,6642.919175120003
2014-05-09,443.51,457.08,440.0,453.0,8152.436137669999
2014-05-10,453.0,459.24,449.8,452.42,3918.800917520005
2014-05-11,452.38,456.27,429.6,436.45,9024.093560460002
2014-05-12,436.45,443.77,431.56,440.0,4341.878525190001
2014-05-13,440.0,442.74,430.61,440.25,6233.884771559994
2014-05-14,440.17,449.96,440.17,449.96,6200.451005819998
2014-05-15,449.9,452.67,445.0,445.0,5353.771895639993
2014-05-16,445.0,452.41,444.5,449.21,4215.683545869999
2014-05-17,449.21,451.43,445.7,451.41,1656.9004950599992
2014-05-18,451.41,451.43,441.44,446.98,3234.793751340001
2014-05-19,446.75,454.9,442.18,451.83,5603.493859690003
2014-05-20,451.84,500.0,451.56,493.64,28159.849835870034
2014-05-21,492.25,499.0,490.3,495.54,6055.648876769998
2014-05-22,495.54,541.89,492.65,532.28,20451.495507459997
2014-05-23,532.28,547.1,516.07,516.4,17704.05196140999
2014-05-24,518.65,534.4,515.4,534.2,4478.789506099998
2014-05-25,534.2,591.0,533.0,582.39,22611.71010451999
2014-05-26,586.14,593.48,570.0,585.99,8695.419616329995
2014-05-27,585.99,595.0,550.22,579.99,20668.343461390035
2014-05-28,579.9,582.26,563.45,574.0,8100.3233529299905
2014-05-29,574.0,576.11,560.05,574.5,8407.408589520013
2014-05-30,574.5,629.4,568.56,614.61,23306.094437
2014-05-31,613.38,639.93,613.2,638.87,10255.986250819993
2014-06-01,638.87,683.26,618.53,638.22,23010.762113159974
2014-06-02,636.3,678.0,613.03,662.97,20012.462764059997
2014-06-03,662.97,680.99,621.86,628.07,20460.06160931999
2014-06-04,628.07,654.9,624.93,644.9,10094.44494100001
2014-06-05,644.9,669.63,640.02,659.69,10431.926884470007
2014-06-06,659.69,662.13,635.88,648.2,8687.063778039994
2014-06-07,648.62,661.11,643.35,656.0,3702.9569482800025
2014-06-08,654.86,660.0,651.7,654.0,2407.764041579997
2014-06-09,656.15,657.99,639.93,644.0,6741.452450119992
2014-06-10,645.0,657.41,642.75,651.01,6089.358383259998
2014-06-11,651.99,651.99,615.0,628.4,11509.146330270012
2014-06-12,628.4,630.36,550.0,577.0,27529.300266889997
2014-06-13,577.0,611.99,571.19,589.0,14820.478295989991
2014-06-14,589.0,589.0,538.38,565.73,16799.95886894
2014-06-15,568.56,597.0,552.11,589.06,9114.391627869998
2014-06-16,589.06,610.0,580.0,594.57,10750.71693437001
2014-06-17,594.56,616.0,586.84,608.86,7169.481321980003
2014-06-18,608.4,616.0,599.9,605.0,5507.84777657001
2014-06-19,605.0,609.98,589.01,594.0,5350.070629990005
2014-06-20,595.0,598.68,580.51,586.0,5987.034379050006
2014-06-21,586.0,600.0,580.0,600.0,3942.377531219997
